dataset,attack,seed,num_rounds,local_epochs,batch_size,learning_rate,ours_pct,global_model_pct,grad_passive_pct,ours_mse,global_model_mse,final_mse,final_loss,convergence_round,communication_cost_mb
medical_cost,active,42,100,1,32,2e-06,55.81,56.48,77.41,2.701647,2.661021,7.678601,7.678601222251778,46,1.9547
