dataset,attack,seed,num_rounds,local_epochs,batch_size,learning_rate,ours_pct,global_model_pct,grad_passive_pct,ours_mse,global_model_mse,final_mse,final_loss,convergence_round,communication_cost_mb
medical_cost,passive,42,100,1,32,2e-06,89.7,89.7,86.71,0.629707,0.629707,0.710121,0.710121332709469,46,1.9547
