dataset,attack,seed,num_rounds,local_epochs,batch_size,learning_rate,ours_pct,global_model_pct,grad_passive_pct,ours_mse,global_model_mse,final_mse,final_loss,convergence_round,communication_cost_mb
income_L,passive,42,100,1,32,5e-07,53.25,53.25,76.04,1.870318,1.870318,1.133929,1.1339285782009838,,11.7264
